model,quantization,language,problem,pass
deepseekcoder-7b,16bit,java,HumanEval_0_has_close_elements,1
deepseekcoder-7b,16bit,java,HumanEval_0_has_close_elements,1
deepseekcoder-7b,16bit,java,HumanEval_0_has_close_elements,1
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_108_count_nums,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,1
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,1
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,1
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,1
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_36_fizz_buzz,0
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,0
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,0
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,1
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,0
deepseekcoder-7b,16bit,java,HumanEval_133_sum_squares,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,0
deepseekcoder-7b,16bit,java,HumanEval_4_mean_absolute_deviation,1
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,1
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_146_specialFilter,0
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_152_compare,1
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,1
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,1
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,1
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,1
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
deepseekcoder-7b,16bit,java,HumanEval_79_decimal_to_binary,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,1
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_10_make_palindrome,0
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_58_common,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,0
codellama-7b,16bit,py,HumanEval_116_sort_array,0
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_116_sort_array,1
codellama-7b,16bit,py,HumanEval_46_fib4,0
codellama-7b,16bit,py,HumanEval_46_fib4,0
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,0
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,0
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,0
codellama-7b,16bit,py,HumanEval_46_fib4,0
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,0
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,1
codellama-7b,16bit,py,HumanEval_46_fib4,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,1
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,1
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,1
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,1
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_83_starts_one_ends,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_150_x_or_y,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,1
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,1
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_142_sum_squares,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_99_closest_integer,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_80_is_happy,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_141_file_name_check,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,1
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_78_hex_key,0
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_7_filter_by_substring,1
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,1
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,1
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_18_how_many_times,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_143_words_in_sentence,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_43_pairs_sum_to_zero,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
codellama-7b,16bit,py,HumanEval_163_generate_integers,0
